Brand,Model,Category,Display,CPU,RAM,Storage,GPU,OS,Weight,Price,Link
Dell,Dell Latitude 9520,Ordinateur portable,"15"" 1920 x 1080 pixels",Noyau i7-1185G7,32 Go,512 Go,Iris Xe Graphics,Windows,1.50 kg,,https://www.digitec.ch/fr/s1/product/dell-latitude-9520-15-noyau-i7-1185g7-32-go-512-go-ch-ordinateur-portable-17823565?shid=1331566
Samsung,Samsung Galaxy Book5 Pro,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.23 kg,CHF 1854.–,https://www.digitec.ch/fr/s1/product/samsung-galaxy-book5-pro-14-intel-core-ultra-7-258v-32-go-1000-go-de-ordinateur-portable-54194009
Samsung,Samsung Galaxy Book2 Pro 360,Ordinateur portable,"13.30"" 1920 x 1080 pixels",Intel Core i7-1260P,16 Go,512 Go,Intel Iris Graphics,Windows,1.04 kg,,https://www.digitec.ch/fr/s1/product/samsung-galaxy-book2-pro-360-1330-intel-core-i7-1260p-16-go-512-go-de-ordinateur-portable-20711639?shid=1561847
Samsung,Samsung Galaxy Book4 Pro,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 155H,16 Go,512 Go,Intel Arc Graphics,Windows,1.23 kg,CHF 1349.–,https://www.digitec.ch/fr/s1/product/samsung-galaxy-book4-pro-14-intel-core-ultra-7-155h-16-go-512-go-de-ordinateur-portable-43134608
Samsung,Samsung Galaxy Book4 Edge,Ordinateur portable,"14"" 2880 x 1800 pixels",Snapdragon X Elite X1E-80-100,16 Go,512 Go,,Windows,1.16 kg,CHF 1323.–,https://www.digitec.ch/fr/s1/product/samsung-galaxy-book4-edge-14-snapdragon-x-elite-x1e-80-100-16-go-512-go-de-ordinateur-portable-47746185
Samsung,Samsung Galaxy Book3 Pro 360,Ordinateur portable,"16"" 2880 x 1800 pixels",Intel Core i7-1360P,16 Go,512 Go,Intel Iris Graphics,Windows,1.66 kg,,https://www.digitec.ch/fr/s1/product/samsung-galaxy-book3-pro-360-16-intel-core-i7-1360p-16-go-512-go-de-ordinateur-portable-25229785?shid=1926183
HP,HP ProBook 440 G9,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core i5-1235U,16 Go,512 Go,Intel Iris Graphics,Windows,1.38 kg,CHF 653.78,https://www.digitec.ch/fr/s1/product/hp-probook-440-g9-14-intel-core-i5-1235u-16-go-512-go-de-ordinateur-portable-40775528
HP,HP 250 G10,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-1335U,8 Go,256 Go,Intel UHD Graphics,Windows,1.52 kg,CHF 640.95,https://www.digitec.ch/fr/s1/product/hp-250-g10-1560-intel-core-i5-1335u-8-go-256-go-ch-ordinateur-portable-36911643
Acer,Acer TravelMate P4,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i7-1355U,32 Go,1000 Go,Intel Iris Graphics,Windows,1.40 kg,CHF 1379.–,https://www.digitec.ch/fr/s1/product/acer-travelmate-p4-14-intel-core-i7-1355u-32-go-1000-go-ch-ordinateur-portable-37701605
Acer,Acer Swift X,Ordinateur portable,"14.50"" 2880 x 1800 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.55 kg,CHF 1740.–,https://www.digitec.ch/fr/s1/product/acer-swift-x-1450-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-47485483
Gigabyte,Gigabyte AORUS MASTER 16 BYH U9-275HX 32 GB RTX 5080 W11P,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 9 275HX,32 Go,2000 Go,Intel Arc Graphics,Windows,2.50 kg,CHF 3085.–,https://www.digitec.ch/fr/s1/product/gigabyte-aorus-master-16-byh-u9-275hx-32-gb-rtx-5080-w11p-16-intel-core-ultra-9-275hx-32-go-2000-go--55653469
Gigabyte,Gigabyte Aorus 16X,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core i7-14650HX,16 Go,1000 Go,nVidia GeForce,Windows,2.30 kg,,https://www.digitec.ch/fr/s1/product/gigabyte-aorus-16x-16-intel-core-i7-14650hx-16-go-1000-go-ch-ordinateur-portable-43885624?shid=1912283
Dell,Dell Vostro 5402,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core i7-1165G7,16 Go,512 Go,nVidia GeForce,Windows,1.41 kg,,https://www.digitec.ch/fr/s1/product/dell-vostro-5402-14-intel-core-i7-1165g7-16-go-512-go-ch-ordinateur-portable-14626040?shid=1930021
Microsoft,Microsoft Surface Laptop Go 3,Ordinateur portable,"12.45"" 1536 x 1024 pixels",Intel Core i5-1235U,8 Go,256 Go,Iris Xe Graphics,Windows,1.13 kg,CHF 752.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-go-3-1245-intel-core-i5-1235u-8-go-256-go-ch-ordinateur-portable-37652794
Medion,Medion Erazer Beast X25 RTX 3070,Ordinateur portable,"17.30"" 2560 x 1600 pixels",AMD Ryzen 7 5800H,32 Go,1000 Go,nVidia GeForce,Windows,2.30 kg,,https://www.digitec.ch/fr/s1/product/medion-erazer-beast-x25-rtx-3070-1730-amd-ryzen-7-5800h-32-go-1000-go-ch-ordinateur-portable-15958436?shid=1878887
HP,HP EliteBook 660 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,16 Go,512 Go,Intel Arc Graphics,Windows,1.75 kg,CHF 1262.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-660-g11-16-intel-core-ultra-5-125u-16-go-512-go-ch-ordinateur-portable-45127323
ASUS,ASUS TUF GAMING A14FA401WV R9-HX170 1TB SSD 32GB 14IN NOOD W11H,Ordinateur portable,"14"" 2560 x 1600 pixels",AMD Ryzen AI 9 HX 370,32 Go,1000 Go,nVidia GeForce,Windows,1.46 kg,CHF 1599.–,https://www.digitec.ch/fr/s1/product/asus-tuf-gaming-a14fa401wv-r9-hx170-1tb-ssd-32gb-14in-nood-w11h-14-amd-ryzen-ai-9-hx-370-32-go-1000--46368534
ASUS,ASUS TUF Gaming A14 RTX 4050,Ordinateur portable,"14"" 2560 x 1600 pixels",Marvell ARMADA 370,16 Go,1000 Go,AMD Radeon,Windows,1.46 kg,CHF 1209.–,https://www.digitec.ch/fr/s1/product/asus-tuf-gaming-a14-rtx-4050-14-marvell-armada-370-16-go-1000-go-de-ordinateur-portable-47248796
HP,HP EliteBook 860 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 5 125H,32 Go,512 Go,Intel UHD Graphics,Windows,1.72 kg,CHF 1670.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-860-g11-16-intel-core-ultra-5-125h-32-go-512-go-ch-ordinateur-portable-44726191
HP,HP Pro x360 435 G10,Ordinateur portable,"13.30"" 1920 x 1080 pixels",AMD Ryzen 7 7730U,32 Go,512 Go,AMD Radeon,Windows,1.45 kg,CHF 1293.–,https://www.digitec.ch/fr/s1/product/hp-pro-x360-435-g10-1330-amd-ryzen-7-7730u-32-go-512-go-ch-ordinateur-portable-47984057
ASUS,ASUS Zenbook Duo,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 9 285H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.65 kg,CHF 2205.–,https://www.digitec.ch/fr/s1/product/asus-zenbook-duo-14-intel-core-ultra-9-285h-32-go-1000-go-de-ordinateur-portable-52925892
HP,HP EliteBook 865 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 7 8840HS,32 Go,512 Go,AMD Radeon,Windows,1.86 kg,CHF 1796.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-865-g11-16-amd-ryzen-7-8840hs-32-go-512-go-ch-ordinateur-portable-45127308
HP,HP Elite x360 1040 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,512 Go,Intel UHD Graphics,Windows,1.38 kg,CHF 2053.–,https://www.digitec.ch/fr/s1/product/hp-elite-x360-1040-g11-14-intel-core-ultra-7-155h-32-go-512-go-ch-ordinateur-portable-49579363
HP,HP EliteBook 1040 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 5 125H,16 Go,512 Go,Intel Arc Graphics,Windows,1.18 kg,CHF 1153.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-1040-g11-14-intel-core-ultra-5-125h-16-go-512-go-ch-ordinateur-portable-45127151
HP,HP ZBook Ultra G1a,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen AI Max+ 395,128 Go,1000 Go,AMD Radeon,Windows,1.57 kg,CHF 3190.–,https://www.digitec.ch/fr/s1/product/hp-zbook-ultra-g1a-14-amd-ryzen-ai-max-395-128-go-1000-go-ch-ordinateur-portable-54812776
Gigabyte,Gigabyte G5,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-12500H,16 Go,512 Go,nVidia GeForce,Sans système d'exploitation,1.90 kg,,https://www.digitec.ch/fr/s1/product/gigabyte-g5-1560-intel-core-i5-12500h-16-go-512-go-de-ordinateur-portable-24435257?shid=1935002
HP,"HP EliteBook 640 14 inch G11 Notebook PC, Intel Core Ultra 5, 35,6 cm , 1920 x 1200 pixels",Ordinateur portable,"14"" 1920 x 1200 pixels",,16 Go,512 Go,Intel Arc Graphics,Windows,1.39 kg,CHF 1044.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-640-14-inch-g11-notebook-pc-intel-core-ultra-5-356-cm-14-1920-x-1200-pixels-14-16-go-51-45127284
HP,HP ProBook 460 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",,16 Go,256 Go,Intel Arc Graphics,Windows,1.74 kg,CHF 1028.–,https://www.digitec.ch/fr/s1/product/hp-probook-460-g11-16-16-go-25600-go-ch-ordinateur-portable-45127137
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4 Max,64 Go,2000 Go,Apple,MacOS,1.62 kg,CHF 4031.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-max-64-go-2000-go-ch-ordinateur-portable-52938909
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4,16 Go,512 Go,Apple,MacOS,1.55 kg,CHF 1469.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-16-go-512-go-de-ordinateur-portable-52511273
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4,32 Go,2000 Go,Apple,MacOS,1.55 kg,CHF 2475.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-32-go-2000-go-ch-ordinateur-portable-52938885
MSI,MSI Stealth 15M,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i7-11375H SE,16 Go,1000 Go,nVidia GeForce,Windows,1.78 kg,,https://www.digitec.ch/fr/s1/product/msi-stealth-15m-1560-intel-core-i7-11375h-se-16-go-1000-go-ch-ordinateur-portable-14674500?shid=1183482
Dell,Dell Vostro 3525,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 5 5500U,16 Go,512 Go,AMD Radeon,Windows,1.90 kg,,https://www.digitec.ch/fr/s1/product/dell-vostro-3525-1560-amd-ryzen-5-5500u-16-go-512-go-sans-disposition-de-clavier-ordinateur-portable-35922141?shid=1447549
MSI,MSI GE76 Raider,Ordinateur portable,"17.30"" 1980 x 1080 pixels",Intel Core i9-10980HK,32 Go,2000 Go,nVidia GeForce,Windows,2.90 kg,,https://www.digitec.ch/fr/s1/product/msi-ge76-raider-1730-intel-core-i9-10980hk-32-go-2000-go-ch-ordinateur-portable-14611862?shid=1819382
MSI,MSI GE76 Raider,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core i9-11980HK,32 Go,2000 Go,nVidia GeForce,Windows,2.90 kg,,https://www.digitec.ch/fr/s1/product/msi-ge76-raider-1730-intel-core-i9-11980hk-32-go-2000-go-ch-ordinateur-portable-16581478?shid=1259580
MSI,MSI Raider GE76,Ordinateur portable,"17.30"" 3840 x 2160 pixels",Intel Core i9-12900HK,64 Go,2000 Go,nVidia GeForce,Windows,2.90 kg,,https://www.digitec.ch/fr/s1/product/msi-raider-ge76-1730-intel-core-i9-12900hk-64-go-2000-go-ch-ordinateur-portable-18519539?shid=1157927
Acer,Acer Aspire 15,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core 5 120U,16 Go,1000 Go,Intel Arc Graphics,Windows,1.77 kg,CHF 786.–,https://www.digitec.ch/fr/s1/product/acer-aspire-15-1560-intel-core-5-120u-16-go-1000-go-ch-ordinateur-portable-44675491
Samsung,Samsung GALAXY BOOK 2 TITAN 2 8GB 256GB 15IN,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-1235U,8 Go,256 Go,Iris Xe Graphics,Windows,1.57 kg,,https://www.digitec.ch/fr/s1/product/samsung-galaxy-book-2-titan-2-8gb-256gb-15in-clavier-anglais-1560-intel-core-i5-1235u-8-go-256-go-sa-35398576?shid=1538816
MSI,MSI Prestige 16 Studio,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core i7-13700H,16 Go,1000 Go,nVidia GeForce,Windows,2.10 kg,,https://www.digitec.ch/fr/s1/product/msi-prestige-16-studio-16-intel-core-i7-13700h-16-go-1000-go-ch-ordinateur-portable-39043839?shid=1803205
Acer,Acer Aspire Spin 14,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,1000 Go,,Windows,1.50 kg,CHF 749.–,https://www.digitec.ch/fr/s1/product/acer-aspire-spin-14-14-intel-core-ultra-7-155u-16-go-1000-go-ch-ordinateur-portable-56330269
Dell,Dell Vostro 3520,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-1235U,16 Go,1000 Go,Intel Iris Graphics,Windows,2.53 kg,CHF 617.–,https://www.digitec.ch/fr/s1/product/dell-vostro-3520-1560-intel-core-i5-1235u-16-go-1000-go-pave-numerique-ordinateur-portable-44485830
Acer,Acer Aspire 3,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 5 7520U,8 Go,512 Go,AMD,Sans système d'exploitation,1.80 kg,CHF 386.22,https://www.digitec.ch/fr/s1/product/acer-aspire-3-1560-amd-ryzen-5-7520u-8-go-512-go-de-ordinateur-portable-40285558
Dell,Dell Vostro 3520,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-1235U,16 Go,512 Go,Iris Xe Graphics,Windows,1.90 kg,,https://www.digitec.ch/fr/s1/product/dell-vostro-3520-1560-intel-core-i5-1235u-16-go-512-go-ch-ordinateur-portable-22773052?shid=1905273
Dell,Dell Inspiron 3535,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 5 7530U,16 Go,512 Go,AMD Radeon,Windows,1.66 kg,CHF 531.–,https://www.digitec.ch/fr/s1/product/dell-inspiron-3535-1560-amd-ryzen-5-7530u-16-go-512-go-de-ordinateur-portable-53426922
Dell,Dell Vostro 3530,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-1335U,16 Go,512 Go,Intel Iris Graphics,Windows,1.63 kg,,https://www.digitec.ch/fr/s1/product/dell-vostro-3530-1560-intel-core-i5-1335u-16-go-512-go-de-ordinateur-portable-25367549?shid=1909763
Samsung,Samsung Galaxy Book5 Pro 360,Ordinateur portable,"16"" 2880 x 1800 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.69 kg,CHF 1969.–,https://www.digitec.ch/fr/s1/product/samsung-galaxy-book5-pro-360-16-intel-core-ultra-7-258v-32-go-1000-go-de-ordinateur-portable-54194004
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4,24 Go,1000 Go,Apple,MacOS,1.55 kg,CHF 1811.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-24-go-1000-go-de-ordinateur-portable-52511272
Apple,Apple MacBook Air 13 - 2020,Ordinateur portable,"13.30"" 2560 x 1600 pixels",,16 Go,512 Go,,MacOS,1.29 kg,,https://www.digitec.ch/fr/s1/product/apple-macbook-air-13-2020-1330-16-go-512-go-ch-ordinateur-portable-12973725?shid=1819428
Apple,Apple MacBook Air - 2023,Ordinateur portable,"15"" 2880 x 1864 pixels",M2,8 Go,256 Go,Apple,MacOS,1.51 kg,,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2023-15-m2-8-go-256-go-ch-ordinateur-portable-36094015?shid=1790206
Apple,Apple MacBook Pro 13 – Late 2020,Ordinateur portable,"13.30"" 2560 x 1600 pixels",M1,16 Go,1000 Go,Apple,MacOS,1.40 kg,,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-13-late-2020-1330-m1-16-go-1000-go-ch-ordinateur-portable-14183882?shid=1785301
Apple,Apple MacBook Pro – Late 2021,Ordinateur portable,"16"" 3456 x 2234 pixels",M1 Max,64 Go,8000 Go,Apple,MacOS,2.20 kg,,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-late-2021-16-m1-max-64-go-8000-go-ch-ordinateur-portable-17251571?shid=1814427
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13.60"" 2560 x 1600 pixels",M3,16 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1099.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-512-go-de-ordinateur-portable-43367463
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,16 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1136.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-512-go-de-ordinateur-portable-43367462
Apple,Apple MacBook Pro - Late 2023,Ordinateur portable,"16"" 3456 x 2234 pixels",M3 Pro,36 Go,1000 Go,Apple,MacOS,2.14 kg,,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-late-2023-16-m3-pro-36-go-1000-go-ch-ordinateur-portable-39954926?shid=1921927
Apple,Apple MacBook Pro Space Gray,Ordinateur portable,"13.30"" 2560 x 1600 pixels",M1,8 Go,512 Go,Apple,MacOS,1.40 kg,,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-space-gray-clavier-francais-1330-m1-8-go-512-go-sans-disposition-de-clavier-ordina-6364077?shid=1604314
Apple,Apple MacBook Pro 15 – 2018,Ordinateur portable,"15.40"" 2880 x 1800 pixels",Intel Core i7 8750H,32 Go,1000 Go,AMD Radeon Pro,MacOS,1.83 kg,,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-15-2018-1540-intel-core-i7-8750h-32-go-1000-go-ch-ordinateur-portable-9242285?shid=1067184
Apple,Apple MacBook Pro 14 - 2024 Nano,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4 Pro,48 Go,4000 Go,Apple,MacOS,1.60 kg,CHF 3797.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-nano-1420-m4-pro-48-go-4000-go-ch-ordinateur-portable-52941375
Apple,Apple MacBook Pro 16 - 2024,Ordinateur portable,"16.20"" 3456 x 2234 pixels",M4 Pro,24 Go,512 Go,Apple,MacOS,1.55 kg,CHF 2138.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-16-2024-1620-m4-pro-24-go-512-go-de-ordinateur-portable-52511287
Apple,Apple MacBook Pro 16 – 2019,Ordinateur portable,"16"" 3072 x 1920 pixels",Intel Core i7-9750H,16 Go,512 Go,AMD Radeon,MacOS,2 kg,,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-16-2019-16-intel-core-i7-9750h-16-go-512-go-ch-ordinateur-portable-12356732?shid=1106661
Apple,Apple MacBook Air – 2023,Ordinateur portable,"15"" 2880 x 1864 pixels",M2,24 Go,2000 Go,Apple,MacOS,1.51 kg,,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2023-15-m2-24-go-2000-go-ch-ordinateur-portable-36192886?shid=1815423
Apple,Apple MacBook Pro gris espace,Ordinateur portable,"15.40"" 2880 x 1800 pixels",,16 Go,256 Go,AMD Radeon Pro,MacOS,1.83 kg,,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-gris-espace-1540-16-go-256-go-ch-ordinateur-portable-6348297?shid=794651
Apple,Apple MacBook Air – 2023,Ordinateur portable,"15"" 2880 x 1864 pixels",M2,16 Go,512 Go,Apple,MacOS,1.51 kg,,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2023-15-m2-16-go-512-go-ch-ordinateur-portable-36192596?shid=1863588
Apple,Apple MacBook Air – 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,24 Go,2000 Go,Apple,MacOS,1.24 kg,CHF 3049.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-24-go-2000-go-de-ordinateur-portable-55730043
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13"" 2560 x 1664 pixels",M3,24 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1369.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-13-m3-24-go-512-go-ch-ordinateur-portable-43718152
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,24 Go,2000 Go,Apple,MacOS,1.51 kg,CHF 1869.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-24-go-2000-go-ch-ordinateur-portable-43714190
HP,HP 17-cn0134ng,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Celeron N4120,8 Go,256 Go,Intel UHD Graphics,Windows,2.17 kg,CHF 324.82,https://www.digitec.ch/fr/s1/product/hp-17-cn0134ng-1730-intel-celeron-n4120-8-go-256-go-de-ordinateur-portable-43790033
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,16 Go,512 Go,Apple,MacOS,1.24 kg,CHF 999.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-512-go-de-ordinateur-portable-43367464
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,8 Go,256 Go,Apple,MacOS,1.24 kg,CHF 899.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-8-go-256-go-ch-ordinateur-portable-43366897
CSL,CSL Notebook R'Evolve C15 v4 32Go 2000Go Windows 11 Famille,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel N100,32 Go,2000 Go,,Windows,,CHF 469.–,https://www.digitec.ch/fr/s1/product/csl-notebook-revolve-c15-v4-32go-2000go-windows-11-famille-1560-intel-n100-32-go-2000-go-de-ordinate-52972180
Lenovo,Lenovo ThinkBook 14 2-in-1,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,32 Go,1000 Go,,Windows,1.64 kg,CHF 1099.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkbook-14-2-in-1-14-intel-core-ultra-7-155u-32-go-1000-go-de-ordinateur-portable-43139748
CSL,CSL Notebook R'Evolve C15 v4 8Go 500Go Windows 11 Pro,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel N100,8 Go,500 Go,,Windows,,CHF 369.–,https://www.digitec.ch/fr/s1/product/csl-notebook-revolve-c15-v4-8go-500go-windows-11-pro-1560-intel-n100-8-go-500-go-de-ordinateur-porta-52972175
CSL,CSL Notebook R'Evolve C15 v4 16Go 1000Go Windows 11 Famille,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel N100,16 Go,1000 Go,,Windows,,CHF 359.–,https://www.digitec.ch/fr/s1/product/csl-notebook-revolve-c15-v4-16go-1000go-windows-11-famille-1560-intel-n100-16-go-1000-go-de-ordinate-52972172
HP,HP Pavilion x360 14-ek2742nz,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core 7 150U,16 Go,1000 Go,Intel Arc Graphics,Windows,1.51 kg,CHF 1029.–,https://www.digitec.ch/fr/s1/product/hp-pavilion-x360-14-ek2742nz-14-intel-core-7-150u-16-go-1000-go-ch-ordinateur-portable-43709789
Microsoft,Microsoft Surface Pro 11. Edition for business – Copilot+ PC,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 7 266V,16 Go,256 Go,,Windows,0.90 kg,CHF 1648.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-11-edition-intel-for-business-copilot-pc-13-intel-core-ultra-7-266v-16-go-256--54161678
Microsoft,Microsoft Surface Laptop 6 for business,Ordinateur portable,"15"" 2496 x 1664 pixels",Intel Core Ultra 7 165H,16 Go,512 Go,Intel Arc Graphics,Windows,1.60 kg,CHF 1765.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-6-for-business-15-intel-core-ultra-7-165h-16-go-512-go-ch-ordinateur-portab-44148464
Microsoft,Microsoft Surface Laptop - Copilot+ PC - 7. Edition,Ordinateur portable,"13.80"" 2304 x 1536 pixels",Snapdragon X Plus X1P-64-100,16 Go,512 Go,Qualcomm Adreno,Windows,1.34 kg,CHF 1082.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-copilot-pc-7-edition-1380-snapdragon-x-plus-x1p-64-100-16-go-512-go-ch-ordi-45452054
Microsoft,Microsoft Surface Pro – Copilot+ PC – 11. Edition,Ordinateur portable,"13"" 2880 x 1920 pixels",Snapdragon X Elite X1E-80-100,16 Go,512 Go,Qualcomm Adreno,Windows,0.90 kg,CHF 1277.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-copilot-pc-mit-netzteil-11-edition-13-snapdragon-x-elite-x1e-80-100-16-go-512--45452076
Microsoft,Microsoft Surface Laptop 7e édition for business - Copilot+ PC,Ordinateur portable,"15"" 2496 x 1664 pixels",Intel Core Ultra 5 238V,32 Go,512 Go,Intel Arc Graphics,Windows,1.66 kg,CHF 2038.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-7e-edition-intel-for-business-copilot-pc-15-intel-core-ultra-5-238v-32-go-5-54161626
Microsoft,Microsoft Surface Laptop Studio 2 for business,Ordinateur portable,"14.40"" 2400 x 1600 pixels",Intel Core i7-13800H,64 Go,2000 Go,Intel Iris Graphics,Windows,2 kg,CHF 3659.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-studio-2-for-business-1440-intel-core-i7-13800h-64-go-2000-go-ch-ordinateur-38744697
Microsoft,Microsoft Surface Laptop 7e édition for business - Copilot+ PC,Ordinateur portable,"13.80"" 2304 x 1536 pixels",Intel Core Ultra 7 268V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.34 kg,CHF 2162.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-7e-edition-intel-for-business-copilot-pc-1380-intel-core-ultra-7-268v-32-go-54161273
Microsoft,Microsoft Surface Laptop Studio 2 for business,Ordinateur portable,"14.40"" 2400 x 1600 pixels",Intel Core i7-13800H,32 Go,1000 Go,Intel Iris Graphics,Windows,1.98 kg,CHF 2950.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-studio-2-for-business-1440-intel-core-i7-13800h-32-go-1000-go-ch-ordinateur-38744698
Microsoft,Microsoft Surface Laptop 6 for business,Ordinateur portable,"15"" 2496 x 1664 pixels",Intel Core Ultra 7 165H,32 Go,512 Go,Intel Arc Graphics,Windows,1.60 kg,CHF 2151.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-6-for-business-15-intel-core-ultra-7-165h-32-go-512-go-ch-ordinateur-portab-44148425
