ASUS,ASUS ExpertBook B5 Flip,Ordinateur portable,"13.30"" 1920 x 1080 pixels",Intel Core i7,16 Go,1000 Go,Iris Xe Graphics,Windows,1.20 kg,CHF 1377.56,https://www.digitec.ch/fr/s1/product/asus-expertbook-b5-flip-1330-intel-core-i7-16-go-1000-go-ch-ordinateur-portable-24211841?shid=1777206
ASUS,ASUS ROG Zephyrus G16 RTX 5080,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 9 285H,64 Go,1000 Go,,Windows,1.95 kg,CHF 4113.–,https://www.digitec.ch/fr/s1/product/asus-rog-zephyrus-g16-rtx-5080-16-intel-core-ultra-9-285h-64-go-1000-go-de-ordinateur-portable-54974431
ASUS,ASUS ROG Strix G15,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Core i7-10875H,16 Go,1000 Go,nVidia GeForce,Windows,2.30 kg,CHF 1765.73,https://www.digitec.ch/fr/s1/product/asus-rog-strix-g15-1560-core-i7-10875h-16-go-1000-go-ch-ordinateur-portable-13457146?shid=1692976
ASUS,ASUS TUF Gaming A15 RTX 4060,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 7 7735HS,16 Go,1000 Go,nVidia GeForce,Windows,2.95 kg,CHF 1222.69,https://www.digitec.ch/fr/s1/product/asus-tuf-gaming-a15-rtx-4060-1560-amd-ryzen-7-7735hs-16-go-1000-go-ch-ordinateur-portable-25006594?shid=1930065
ASUS,ASUS ZenBook Flip S OLED,Ordinateur portable,"13.30"" 3840 x 2160 pixels",Intel Core i7-1165G7,16 Go,1000 Go,Intel UHD Graphics,Windows,1.20 kg,CHF 1620.95,https://www.digitec.ch/fr/s1/product/asus-zenbook-flip-s-oled-1330-intel-core-i7-1165g7-16-go-1000-go-ch-ordinateur-portable-16197969?shid=1172989
ASUS,ASUS ROG Zephyrus M16,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core i9-12900H,32 Go,2000 Go,nVidia GeForce,Windows,1.90 kg,CHF 2733.36,https://www.digitec.ch/fr/s1/product/asus-rog-zephyrus-m16-16-intel-core-i9-12900h-32-go-2000-go-de-ordinateur-portable-21018560?shid=1876651
ASUS,ASUS Vivobook S16 OLED,Ordinateur portable,"16"" 3200 x 2000 pixels",Intel Core Ultra 9 185H,16 Go,1000 Go,Intel Arc Graphics,Windows,1.50 kg,CHF 1104.16,https://www.digitec.ch/fr/s1/product/asus-vivobook-s16-oled-16-intel-core-ultra-9-185h-16-go-1000-go-ch-ordinateur-portable-41805008?shid=1932237
ASUS,ASUS ExpertBook B9 OLED,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core i7-1355U,16 Go,512 Go,Iris Xe Graphics,Windows,0.99 kg,CHF 1196.–,https://www.digitec.ch/fr/s1/product/asus-expertbook-b9-oled-14-intel-core-i7-1355u-16-go-512-go-ch-ordinateur-portable-39533700?shid=1918704
ASUS,ASUS TUF Gaming A15,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 7 6800H,16 Go,1000 Go,nVidia GeForce,Windows,2.20 kg,CHF 1235.77,https://www.digitec.ch/fr/s1/product/asus-tuf-gaming-a15-1560-amd-ryzen-7-6800h-16-go-1000-go-ch-ordinateur-portable-23212907?shid=1844311
ASUS,ASUS Rog Zephyrus G16,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 9 185H,32 Go,1000 Go,nVidia GeForce,Windows,1.95 kg,CHF 3725.08,https://www.digitec.ch/fr/s1/product/asus-rog-zephyrus-g16-16-intel-core-ultra-9-185h-32-go-1000-go-ch-ordinateur-portable-41792215?shid=1873264
ASUS,ASUS ExpertBook B1,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i7-1255U,32 Go,1000 Go,Iris Xe Graphics,Windows,1.69 kg,CHF 1072.76,https://www.digitec.ch/fr/s1/product/asus-expertbook-b1-1560-intel-core-i7-1255u-32-go-1000-go-ch-ordinateur-portable-36038498?shid=1876915
Erazer,Erazer Beast 16 X1 Ultimate RTX 5090,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 9 275HX,32 Go,2000 Go,nVidia GeForce,Windows,2.67 kg,CHF 3999.–,https://www.digitec.ch/fr/s1/product/erazer-beast-16-x1-ultimate-rtx-5090-16-intel-core-ultra-9-275hx-32-go-2000-go-ch-ordinateur-portabl-56629947
Erazer,Erazer Beast 16 X1 Ultimate RTX 5080,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 9 275HX,32 Go,2000 Go,nVidia GeForce,Windows,2.67 kg,CHF 2999.–,https://www.digitec.ch/fr/s1/product/erazer-beast-16-x1-ultimate-rtx-5080-16-intel-core-ultra-9-275hx-32-go-2000-go-ch-ordinateur-portabl-56629943
Lenovo,Lenovo V15 Gen 4,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 3 7320U,8 Go,256 Go,AMD Radeon,FreeDOS,1.65 kg,CHF 330.–,https://www.digitec.ch/fr/s1/product/lenovo-v15-gen-4-1560-amd-ryzen-3-7320u-8-go-256-go-de-ordinateur-portable-42738020
Microsoft,Microsoft Surface Laptop Studio 2,Ordinateur portable,"14.40"" 2400 x 1600 pixels",Intel Core i7-13700H,64 Go,1000 Go,nVidia GeForce,Windows,2 kg,CHF 2799.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-studio-2-1440-intel-core-i7-13700h-64-go-1000-go-ch-ordinateur-portable-37652805
HP,HP 250 G10,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-1335U,16 Go,512 Go,Intel Iris Graphics,Sans système d'exploitation,1.52 kg,CHF 433.70,https://www.digitec.ch/fr/s1/product/hp-250-g10-1560-intel-core-i5-1335u-16-go-512-go-de-ordinateur-portable-37774020?shid=1925841
ASUS,ASUS Chromebook CX9,Ordinateur portable,"14"" None",Intel Core i7-1165G7,16 Go,256 Go,Iris Xe Graphics,ChromeOS,1.35 kg,CHF 1015.69,https://www.digitec.ch/fr/s1/product/asus-chromebook-cx9-14-intel-core-i7-1165g7-16-go-256-go-sans-disposition-de-clavier-ordinateur-port-35983551?shid=1840799
ASUS,ASUS VivoBook S15 – S532FL-BQ208T,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i7-10510U,8 Go,512 Go,nVidia GeForce,Windows,1.80 kg,CHF 992.78,https://www.digitec.ch/fr/s1/product/asus-vivobook-s15-s532fl-bq208t-1560-intel-core-i7-10510u-8-go-512-go-ch-ordinateur-portable-12365032?shid=1398640
Apple,Apple MacBook Air – 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 1020.95,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-256-go-ch-ordinateur-portable-52520071
ASUS,ASUS Rog Strix G17 RTX 3050,Ordinateur portable,"17.30"" 1920 x 1080 pixels",AMD Ryzen 7 6800H,16 Go,1000 Go,nVidia GeForce,Windows,3.60 kg,CHF 930.41,https://www.digitec.ch/fr/s1/product/asus-rog-strix-g17-rtx-3050-1730-amd-ryzen-7-6800h-16-go-1000-go-ch-ordinateur-portable-32639326?shid=1924295
ASUS,ASUS ExpertBook P25,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i7-1260P,16 Go,512 Go,Intel Iris Graphics,Windows,1.90 kg,CHF 911.16,https://www.digitec.ch/fr/s1/product/asus-expertbook-p25-1560-intel-core-i7-1260p-16-go-512-go-ch-ordinateur-portable-22576622?shid=1926153
ASUS,ASUS VivoBook S14 Flip OLED,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core i7-12700H,16 Go,1000 Go,Iris Xe Graphics,Windows,1.50 kg,CHF 912.05,https://www.digitec.ch/fr/s1/product/asus-vivobook-s14-flip-oled-14-intel-core-i7-12700h-16-go-1000-go-ch-ordinateur-portable-22483642?shid=1939342
Lenovo,Lenovo V17 Gen 4,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core i5-13420H,16 Go,512 Go,Intel UHD Graphics,Windows,2.02 kg,CHF 673.–,https://www.digitec.ch/fr/s1/product/lenovo-v17-gen-4-1730-intel-core-i5-13420h-16-go-512-go-ch-ordinateur-portable-44756298
ASUS,ASUS VivoBook Pro 16X OLED RTX 3050 Ti,Ordinateur portable,"16"" 3480 x 2160 pixels",Intel Core i7-12700H,16 Go,1000 Go,nVidia GeForce,Windows,1.90 kg,CHF 902.44,https://www.digitec.ch/fr/s1/product/asus-vivobook-pro-16x-oled-rtx-3050-ti-16-intel-core-i7-12700h-16-go-1000-go-ch-ordinateur-portable-22705791?shid=1924729
ASUS,ASUS Vivobook 16,Ordinateur portable,"16"" 1920 x 1200 pixels",Snapdragon X Plus X1P-26-100,16 Go,512 Go,Qualcomm Adreno,Windows,1.88 kg,CHF 901.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-16-16-snapdragon-x-plus-x1p-26-100-16-go-512-go-ch-ordinateur-portable-53745227
ASUS,ASUS Vivobook 15,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i7-1355U,16 Go,1000 Go,Intel Iris Graphics,Windows,1.70 kg,CHF 648.01,https://www.digitec.ch/fr/s1/product/asus-vivobook-15-1560-intel-core-i7-1355u-16-go-1000-go-de-ordinateur-portable-53223955
ASUS,ASUS VivoBook 16,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 5 225H,16 Go,512 Go,Intel Arc Graphics,Windows,1.88 kg,CHF 865.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-16-16-intel-core-ultra-5-225h-16-go-512-go-ch-ordinateur-portable-53745204
Acer,Acer Chromebook Spin 314,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Celeron N5100,4 Go,128 Go,Intel UHD Graphics,ChromeOS,1.55 kg,CHF 303.–,https://www.digitec.ch/fr/s1/product/acer-chromebook-spin-314-14-intel-celeron-n5100-4-go-128-go-de-ordinateur-portable-43705274
ASUS,ASUS ExpertBook B3 Flip,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core i7-1355U,16 Go,1000 Go,Intel Iris Graphics,Windows,1.61 kg,CHF 624.95,https://www.digitec.ch/fr/s1/product/asus-expertbook-b3-flip-14-intel-core-i7-1355u-16-go-1000-go-ch-ordinateur-portable-43800852
Microsoft,Microsoft Surface Laptop 6 for business,Ordinateur portable,"13.50"" 2256 x 1504 pixels",Intel Core Ultra 7 165H,16 Go,256 Go,Intel Arc Graphics,Windows,1.38 kg,CHF 1629.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-6-for-business-1350-intel-core-ultra-7-165h-16-go-256-go-ch-ordinateur-port-44148441
Microsoft,Microsoft Surface Pro 11. Edition for business – Copilot+ PC,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 7 268V,32 Go,256 Go,,Windows,0.90 kg,CHF 1912.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-11-edition-intel-for-business-copilot-pc-13-intel-core-ultra-7-268v-32-go-256--54161669
Microsoft,Microsoft Surface Laptop - Copilot+ PC - 7. Edition,Ordinateur portable,"13.80"" 2304 x 1536 pixels",Snapdragon X Plus X1P-64-100,16 Go,512 Go,Qualcomm Adreno,Windows,1.34 kg,CHF 1107.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-copilot-pc-7-edition-1380-snapdragon-x-plus-x1p-64-100-16-go-512-go-ch-ordi-45452053
Microsoft,Microsoft Surface Laptop 7e édition for business - Copilot+ PC,Ordinateur portable,"15"" 2496 x 1664 pixels",Intel Core Ultra 7 266V,16 Go,512 Go,Intel Arc Graphics,Windows,1.66 kg,CHF 1858.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-7e-edition-intel-for-business-copilot-pc-15-intel-core-ultra-7-266v-16-go-5-54161628
Microsoft,Microsoft Surface Pro 11. Edition for business – Copilot+ PC,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 5 236V,16 Go,256 Go,Intel Arc Graphics,Windows,0.90 kg,CHF 1331.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-11-edition-intel-for-business-copilot-pc-13-intel-core-ultra-5-236v-16-go-256--54161673
Microsoft,Microsoft Surface Pro 10 for business,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 5 135U,32 Go,512 Go,Intel UHD Graphics,Windows,0.88 kg,CHF 1664.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-10-for-business-13-intel-core-ultra-5-135u-32-go-512-go-sans-disposition-de-cl-44130844
Microsoft,Microsoft Surface Laptop 6 for business,Ordinateur portable,"13.50"" 2256 x 1504 pixels",Intel Core Ultra 7 165H,16 Go,512 Go,Intel Arc Graphics,Windows,1.38 kg,CHF 1625.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-6-for-business-1350-intel-core-ultra-7-165h-16-go-512-go-ch-ordinateur-port-44148426
Microsoft,Microsoft Surface Pro 10 for business – 5G,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 7 165U,32 Go,256 Go,Intel Arc Graphics,Windows,0.88 kg,CHF 2065.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-10-for-business-5g-13-intel-core-ultra-7-165u-32-go-256-go-sans-disposition-de-49571496
Microsoft,Microsoft Surface Laptop - Copilot+ PC - 7. Edition,Ordinateur portable,"13.80"" 2304 x 1536 pixels",Snapdragon X Plus X1P-64-100,16 Go,512 Go,Qualcomm Adreno,Windows,1.34 kg,CHF 1114.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-copilot-pc-7-edition-1380-snapdragon-x-plus-x1p-64-100-16-go-512-go-ch-ordi-45452052
Microsoft,Microsoft Surface Pro 11. Edition for business – Copilot+ PC,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 7 266V,16 Go,1000 Go,,Windows,0.90 kg,CHF 1833.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-11-edition-intel-for-business-copilot-pc-13-intel-core-ultra-7-266v-16-go-1000-54161682
Microsoft,Microsoft Surface Pro 10 for business,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 7 165U,16 Go,256 Go,Intel UHD Graphics,Windows,0.88 kg,CHF 1367.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-10-for-business-13-intel-core-ultra-7-165u-16-go-256-go-sans-disposition-de-cl-44130906
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,1000 Go,Apple,MacOS,1.24 kg,CHF 1449.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-1000-go-ch-ordinateur-portable-55775820
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4,32 Go,1000 Go,Apple,MacOS,1.55 kg,CHF 2189.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-32-go-1000-go-ch-ordinateur-portable-52938887
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4 Pro,48 Go,512 Go,Apple,MacOS,1.60 kg,CHF 2474.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-pro-48-go-512-go-ch-ordinateur-portable-52858718
Apple,Apple MacBook Air – 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,16 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1399.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-16-go-512-go-ch-ordinateur-portable-55650004
Apple,Apple MacBook Air - 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,8 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1099.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-8-go-512-go-ch-ordinateur-portable-43366907
Apple,Apple MacBook Air – 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,24 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1599.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-24-go-512-go-ch-ordinateur-portable-55649986
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4,16 Go,512 Go,Apple,MacOS,1.55 kg,CHF 1451.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-16-go-512-go-de-ordinateur-portable-52511275
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4,32 Go,512 Go,Apple,MacOS,1.55 kg,CHF 2005.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-32-go-512-go-ch-ordinateur-portable-52938890
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,24 Go,1000 Go,Apple,MacOS,1.51 kg,CHF 1849.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-24-go-1000-go-ch-ordinateur-portable-55777812
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 1149.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-256-go-ch-ordinateur-portable-55767766
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,16 Go,1000 Go,Apple,MacOS,1.51 kg,CHF 1649.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-16-go-1000-go-ch-ordinateur-portable-55777497
ASUS,ASUS VivoBook S 14 Flip OLED,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core i7-12700H,16 Go,1000 Go,Intel Iris Graphics,Windows,1.50 kg,CHF 811.81,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-14-flip-oled-14-intel-core-i7-12700h-16-go-1000-go-ch-ordinateur-portable-22726130?shid=1919274
ASUS,ASUS Ux303ua-R4005t,Ordinateur portable,"13.30"" 1920 x 1080 pixels",Intel Core i5 6200U,8 Go,256 Go,,Windows,1.45 kg,CHF 803.25,https://www.digitec.ch/fr/s1/product/asus-ux303ua-r4005t-1330-intel-core-i5-6200u-8-go-256-go-ordinateur-portable-5618167?shid=794623
Lenovo,Lenovo V15 Gen 4,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Athlon Silver 7120U,8 Go,256 Go,AMD Radeon,FreeDOS,1.65 kg,CHF 285.40,https://www.digitec.ch/fr/s1/product/lenovo-v15-gen-4-1560-amd-athlon-silver-7120u-8-go-25600-go-de-ordinateur-portable-46053074
ASUS,ASUS M5506NA-MA006W,Ordinateur portable,"15.59"" 2880 x 1620 pixels",AMD Ryzen 5 7535H,16 Go,1000 Go,AMD Radeon,Windows,1.50 kg,CHF 790.83,https://www.digitec.ch/fr/s1/product/asus-m5506na-ma006w-1559-amd-ryzen-5-7535h-16-go-1000-go-pave-numerique-ordinateur-portable-52318517?shid=1820789
ASUS,ASUS Vivobook S 16 Flip OLED,Ordinateur portable,"16"" 3200 x 2000 pixels",Intel Core i5-12500H,16 Go,512 Go,,Windows,1.90 kg,CHF 754.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-16-flip-oled-16-intel-core-i5-12500h-16-go-512-go-ch-ordinateur-portable-24863783
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 979.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-256-go-ch-ordinateur-portable-52520067
ASUS,ASUS TUF Gaming A15 RTX 4050,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 7 7735HS,16 Go,512 Go,nVidia GeForce,Windows,2.22 kg,CHF 721.64,https://www.digitec.ch/fr/s1/product/asus-tuf-gaming-a15-rtx-4050-1560-amd-ryzen-7-7735hs-16-go-512-go-ch-ordinateur-portable-24504159?shid=1931968
ASUS,ASUS ExpertBook B1400,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core i5-1135G7,8 Go,512 Go,Intel UHD Graphics,Windows,1.45 kg,CHF 711.69,https://www.digitec.ch/fr/s1/product/asus-expertbook-b1400-14-intel-core-i5-1135g7-8-go-512-go-ch-ordinateur-portable-15436982?shid=1854473
Lenovo,Lenovo ThinkPad P1 Gen 7,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 9 185H,64 Go,1000 Go,Intel Arc Graphics,Windows,1.82 kg,CHF 3199.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p1-gen-7-16-intel-core-ultra-9-185h-64-go-1000-go-ch-ordinateur-portable-47206329
Lenovo,Lenovo ThinkPad P1 Gen 7,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 7 165H,64 Go,1000 Go,Intel Arc Graphics,Windows,1.82 kg,CHF 3149.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p1-gen-7-16-intel-core-ultra-7-165h-64-go-1000-go-ch-ordinateur-portable-46143256
Lenovo,Lenovo ThinkPad T14 Gen 5,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel UHD Graphics,Windows,1.38 kg,CHF 1347.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-t14-gen-5-14-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-46144660
Lenovo,Lenovo ThinkPad X1 Carbon Gen 12,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.09 kg,CHF 2349.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-carbon-gen-12-14-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-46332718
Lenovo,Lenovo ThinkPad P16s Gen 3,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.82 kg,CHF 1980.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p16s-gen-3-16-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-46144162
Dell,Dell XPS 9350,Ordinateur portable,"13.40"" 1920 x 1200 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.19 kg,CHF 1855.–,https://www.digitec.ch/fr/s1/product/dell-xps-9350-1340-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-54322872
Dell,Dell Latitude 9450 2-in-1,Ordinateur portable,"14"" 2560 x 1600 pixels",Intel Core Ultra 7 165U,32 Go,1000 Go,Intel Arc Graphics,Windows,1.54 kg,CHF 2061.–,https://www.digitec.ch/fr/s1/product/dell-latitude-9450-2-in-1-14-intel-core-ultra-7-165u-32-go-1000-go-ch-ordinateur-portable-45948305
Samsung,Samsung Galaxy Book5 Pro,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 258V,32 Go,512 Go,Intel Arc Graphics,Windows,1.23 kg,CHF 1758.–,https://www.digitec.ch/fr/s1/product/samsung-galaxy-book5-pro-14-intel-core-ultra-7-258v-32-go-512-go-de-ordinateur-portable-54194008
Apple,Apple MacBook Air – 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1162.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-512-go-de-ordinateur-portable-55650360
Microsoft,Microsoft Surface Laptop Studio 2 for business,Ordinateur portable,"14.40"" 2400 x 1600 pixels",Intel Core i7-13800H,16 Go,512 Go,Intel Iris Graphics,Windows,2 kg,CHF 2040.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-studio-2-for-business-1440-intel-core-i7-13800h-16-go-512-go-ch-ordinateur--38744691
Microsoft,Microsoft Surface Laptop Studio 2 for business,Ordinateur portable,"14.40"" 2400 x 1600 pixels",Intel Core i7-13800H,16 Go,512 Go,Intel Iris Graphics,Windows,1.89 kg,CHF 1805.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-studio-2-for-business-1440-intel-core-i7-13800h-16-go-512-go-ch-ordinateur--38744678
Microsoft,Microsoft Surface Laptop - Copilot+ PC - 7. Edition,Ordinateur portable,"15"" 2496 x 1664 pixels",Snapdragon X Elite X1E-80-100,16 Go,1000 Go,Qualcomm Adreno,Windows,1.34 kg,CHF 1525.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-copilot-pc-7-edition-15-snapdragon-x-elite-x1e-80-100-16-go-1000-go-ch-ordi-45452059
Microsoft,Microsoft Surface Laptop Studio 2,Ordinateur portable,"14.40"" 2400 x 1600 pixels",Intel Core i7-13700H,32 Go,1000 Go,nVidia GeForce,Windows,2 kg,CHF 2438.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-studio-2-1440-intel-core-i7-13700h-32-go-1000-go-ch-ordinateur-portable-37652815
ASUS,ASUS ExpertBook B15,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-1335U,16 Go,512 Go,,Windows,1.69 kg,CHF 635.75,https://www.digitec.ch/fr/s1/product/asus-expertbook-b15-1560-intel-core-i5-1335u-16-go-512-go-ch-ordinateur-portable-42907008?shid=1870048
ASUS,ASUS Vivobook 16,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 7 5825U,16 Go,1000 Go,AMD Radeon,Windows,1.88 kg,CHF 611.14,https://www.digitec.ch/fr/s1/product/asus-vivobook-16-16-amd-ryzen-7-5825u-16-go-1000-go-ch-ordinateur-portable-39243449?shid=1877198
Microsoft,Microsoft Surface Laptop 4 for business,Ordinateur portable,"13.50"" 2256 x 1504 pixels",Intel Core i5-1145G7,8 Go,512 Go,Intel Iris Graphics,Windows,1.27 kg,CHF 638.34,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-4-for-business-1350-intel-core-i5-1145g7-8-go-512-go-de-ordinateur-portable-15824747
Lenovo,Lenovo V15 Gen 4,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i3-1315U,8 Go,512 Go,Intel UHD Graphics,Windows,1.65 kg,CHF 419.–,https://www.digitec.ch/fr/s1/product/lenovo-v15-gen-4-1560-intel-core-i3-1315u-8-go-512-go-ch-ordinateur-portable-36345195
Microsoft,Microsoft Surface Laptop Go 3,Ordinateur portable,"12.45"" 1536 x 1024 pixels",Intel Core i5-1235U,16 Go,256 Go,Iris Xe Graphics,Windows,1.13 kg,CHF 935.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-go-3-1245-intel-core-i5-1235u-16-go-256-go-ch-ordinateur-portable-37652808
Lenovo,Lenovo ThinkPad E14 Gen 6,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,16 Go,1000 Go,Intel Arc Graphics,Windows,1.44 kg,CHF 1109.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-e14-gen-6-14-intel-core-ultra-7-155h-16-go-1000-go-ch-ordinateur-portable-44743999
Lenovo,Lenovo ThinkPad L16 Gen 1,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel Arc Graphics,Windows,1.77 kg,CHF 1309.95,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-l16-gen-1-16-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-45414322
